chunk_id,text,question,reference_answer
Dissertation_Boettcher_Sebastian (1)_chunk_200.txt,"INTRODUCTION 1.2 Fundamentals of Wearable Biosignal Recording «Miniaturizationofcomponentshasenabledsystemsthatarewearableandnearly invisible,sothatindividualscanmoveaboutandinteractfreely,supportedbytheir personalinformationdomain.» —SteveMann,1997[70] A wearable device, or wearable, is a self-sufficient electronic device that can be worn on the human body in some form.…",Who first noted the potential of wearable devices becoming nearly invisible and supporting an individual's personal information domain?,"Steve Mann, in 1997."
fneur-12-690404_chunk_159.txt,"Epilepsia. (2020) 13. Karoly PJ, Goldenholz DM, Freestone DR, Moss RE, Grayden DB, 61:S61–6.doi:10.1111/epi.16492 Theodore WH, et al. Circadian and circaseptan rhythms in human 34.…",What is the name of the source where the information about circadian and circaseptan rhythms in humans can be found?,"Epilepsia (the journal), specifically the article by Theodore WH, et al., which appears on page 61 of Volume 13."
ijerph-18-05780-v3_chunk_289.txt,"[CrossRef] 38. Andrzejak,R.G.;Schindler,K. ;Rummel,C.Nonrandomness,nonlineardependence,andnonstationarityofelec-troencephalographic recordingsfromepilepsypatients.Phys.Rev.E2012,86,046206. [CrossRef][PubMed] 39. Stevenson,N.J.;Tapani,K.;Lauronen,L.…","Who are the authors of the scientific article titled ""Nonrandomness, nonlinear dependence, and nonstationarity of electroencephalographic recordings from epilepsy patients,"" published in Phys. Rev. E in 2012?","The authors of the article are Andrzejak, R. G., Schindler, K., and Rummel, C."
ijerph-18-05780-v3_chunk_221.txt,"Inrecentyears,theresearchgrowthinepilepticseizurediagnosis usingDLisproceedingrapidlyduetothesimultaneousdevelopmentofDLtoolboxesas wellasgraphicsprocessingunits(GPUs).…",What is one of the factors contributing to the rapid growth in research for diagnosing epileptic seizures using DL (Deep Learning)?,The simultaneous development of Deep Learning toolboxes and Graphics Processing Units (GPUs) is one of the factors contributing to the rapid growth in research for diagnosing epileptic seizures using DL.
open-dataseizure_chunk_28.txt,"factors contribute to this observation. Firstly, the field of research G. Jones, Open Seizure Detector, Hartlepool, UK, TS26 (e- mail:graham@openseizuredetector.org.uk).…","Who is the researcher based in Hartlepool, UK who focuses on the field of seizure detection and can be contacted via email?",G. Jones (email: graham@openseizuredetector.org.uk)
Dissertation_Boettcher_Sebastian (1)_chunk_1526.txt,"ApoorEDAsignalcaneitherbeaflatzero- line,indicatinglossofcontactoftheelectrodeswiththeskin,ormultipleperiodsofhighrates of amplitude change, indicating a loosely fitting device.…",What can an ApoorEDA signal represent in the context of an electrode-attached device?,"The ApoorEDA signal can either be a flat or zero-line, indicating loss of contact between the electrodes and the skin, or multiple periods of high rates of amplitude change, which indicates a loosely fitting device."
682772_chunk_197.txt,"Your invaluable contributions have been instrumental in advancing [15] F. Pe´rez-Garc´ıa et al., Transfer Learning of Deep Spatiotemporal Net- non-EEG seizure detection research.…","Who are the authors of the research titled ""Transfer Learning of Deep Spatiotemporal Net for non-EEG seizure detection""?",The authors of the research are [15] F. Pe´rez-Garc´ıa et al.
Epilepsia - 2021 - Tang - Seizure detection using wearable sensors and machine learning  Setting a benchmark_chunk_61.txt,The majority of patients in our cohort wore two func- We trained and validated ML methods for two different sce- tioning sensor devices on opposite sides of the body on their narios: (1) ML methods for developing seizure type-s pecific wrists and/or ankles.…,What were the patients in the cohort primarily wearing with regards to the functional sensor devices mentioned in the study?,"The majority of patients in the cohort wore two functioning sensor devices, each on opposite sides of their body (either wrists and/or ankles)."
Epilepsia - 2021 - Tang - Seizure detection using wearable sensors and machine learning  Setting a benchmark_chunk_109.txt,"15281167, 2021, 8, Downloaded from https://onlinelibrary.wiley.com/doi/10.1111/epi.16967 by Cochrane France, Wiley Online Library on [06/03/2025].…",When was the document you provided downloaded from Wiley Online Library?,"The document was downloaded on March 6, 2025."
682772_chunk_129.txt,The average duration is a calculation of the average duration of events (145s) * number of events for each sub type.…,What is the formula used to calculate the average duration of events?,The average duration is calculated by multiplying the average duration of events (145s) by the number of events for each sub type.
Dissertation_Boettcher_Sebastian (1)_chunk_722.txt,"Thereby, the precise sampling rate for a device is found by a calibration procedure, to a degree of accuracy that allows for a later recalibration of the timestamps in the recorded signals.…",How is the sampling rate for a device determined?,"The sampling rate for a device is determined through a calibration procedure, allowing for later recalibration of the timestamps in the recorded signals."
Dissertation_Boettcher_Sebastian (1)_chunk_512.txt,"Lastly, some efforts have also been made to detect convulsive seizures during the night with the help of at-home videosystems,usingvideomotionanalysistoisolateperiodsofhighactivity[204,222].…",What approach is being considered for detecting convulsive seizures during the night?,"The approach being considered is using at-home video systems with video motion analyzers to isolate periods of high activity. [Reference: 204, 222]"
Dissertation_Boettcher_Sebastian (1)_chunk_1564.txt,PatientID Sensitivity MeanFP MeanFAR24 MeanPPV MeanFAR Recording Deviceon [Range] [Range] [Range] perNight Duration SameHand [Range] asSeizure Intra-SubjectEvaluation UKF1 100% (6/6) 3[1–5] 0.85 28.3% 0 84.4h 100% (6/6) [0.28–1.42] [16.7–50%] UKF2 67%(2/3) 79[18–126] 41.52 0.6% 6.3[1–11.5] 45.9h 100% (3/3) [9.42–65.94] [0–1.1%] KCL1 100% (3/3) 37[0–58] 17.69 34.5% 1.9[0–3.0] 50.2h 0% (0/3) [0–27.72] [1.7–100%] Inter-SubjectEvaluation LOPOUKF1 50%(3/6) 28 7.96 9.7% 3.1 84.4h 100% (6/6) LOPOUKF2 100% (3/3) 124 64.9 2.4% 9.5 45.9h 100% (3/3) LOPOKCL1 67%(2/3) 1 0.48 67% 0 50.2h 0% (0/3) LOPOtest 75%(6/8) 55 13.4 2.1% 2.0 568.6h 38% (3/8) (N=6) [16–87] [4.4–22.7] [0–5.9%] [0.7–3.2]5.2.…,"What was the percentage of successful intra-subject evaluations for UKF2, and what were its corresponding FAR values?","The percentage of successful intra-subject evaluations for UKF2 was 67%, and its corresponding MeanFAR values ranged from 0.6% to 41.52%."
Dissertation_Boettcher_Sebastian (1)_chunk_2064.txt,"“Seizureprediction-readyforanewera.”In:Naturereviews.Neurology14.10(Oct.2018),pp.618–630. doi:10.1038/s41582-018-0055-2(cit.onp.39). [242] MaximeO.Baud,JonathanK.Kleen,EmilyA.Mirro,JasonC.Andrechak,DavidKing-Stephens,etal.…","Who were the authors of the article titled ""Seizure prediction - ready for a new era,"" as published in Nature Reviews Neurology?","Maxime O. Baud, Jonathan K. Kleen, Emily A. Mirro, Jason C. Andrechak, David King-Stephens, et al."
fneur-12-690404_chunk_206.txt,"(2018) 85:141– UbiComp’15:The2015ACMInternationalJointConferenceonPervasiveand 9.doi:10.1016/j.yebeh.2018.05.044 UbiquitousComputing.Osaka(2015). 56. Beniczky S, Conradsen I, Henning O, Fabricius M, Wolf P. Automated 76.…",What was the title of the conference where the paper discussed in this document was presented?,The 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing (UbiComp'15)
open-dataseizure_chunk_161.txt,"However, 56 instances were incorrectly labelled as of84%indicatesarelativelylowfalsepositiverateanddemonstrates ”Atonic/focal”, 25 as ”Other Seizure” and 115 as ”Tonic-Clonic”.…",What was the false positive rate for the instances incorrectly labelled in the study?,The false positive rate indicated in the document is 84%.
Dissertation_Boettcher_Sebastian (1)_chunk_1516.txt,"Thereby, these manifesta- tionscouldco-occurwithotherseizuremanifestations;however,focaltobilateraltonic-clonic seizureswereexcluded. Moreover,thedatasetwasnotfilteredfurtherbyoverlapofsymptom location versus device location.…",What kind of seizure manifestations were excluded from the dataset in the given document?,Focal to bilateral tonic-clonic seizures were excluded.
Dissertation_Boettcher_Sebastian (1)_chunk_1167.txt,"StatisticalAnalysis Linear regression was used to analyze the linear pairwise relationship between the automat- ically detected duration of post-ictal ACC silence and other variables, such as duration of PI, seizureduration,andothers.…",What statistical analysis method was employed to study the relationship between the automatically detected duration of post-ictal ACC silence and various other factors mentioned in the text?,Linear regression
